item_id,b
abetlen__llama-cpp-python-218d361,4.235550403594971
huggingface__datasets-5994036,4.115577697753906
huggingface__datasets-ef3b5dd,-1.8728910684585571
huggingface__tokenizers-076319d,-1.8068065643310547
huggingface__tokenizers-c893204,-2.9030702114105225
huggingface__tokenizers-fc76ad4,4.386075019836426
huggingface__transformers-211f93a,4.153345584869385
huggingface__transformers-253f9a3,3.985175132751465
huggingface__transformers-63b90a5,-2.2033867835998535
huggingface__transformers-d51b589,4.219730377197266
numpy__numpy-09db9c7,0.2754215896129608
numpy__numpy-11a7e2d,0.22420023381710052
numpy__numpy-19bfa3f,4.147022724151611
numpy__numpy-1b861a2,-0.8840686678886414
numpy__numpy-1fcda82,4.2249436378479
numpy__numpy-248c60e,-2.6526541709899902
numpy__numpy-2540554,-0.7478609681129456
numpy__numpy-28706af,-0.7473536133766174
numpy__numpy-2dfd21e,4.272992134094238
numpy__numpy-330057f,0.37777453660964966
numpy__numpy-382b3ff,4.24519681930542
numpy__numpy-567b57d,4.141536712646484
numpy__numpy-5f94eb8,4.093790054321289
numpy__numpy-728fedc,4.244448661804199
numpy__numpy-780799b,0.4051364064216614
numpy__numpy-7853cbc,-2.9894633293151855
numpy__numpy-794f474,4.141568660736084
numpy__numpy-7ff7ec7,-2.5998470783233643
numpy__numpy-83c780d,4.176690578460693
numpy__numpy-893db31,4.059337139129639
numpy__numpy-8dd6761,4.288593769073486
numpy__numpy-905d37e,0.40028175711631775
numpy__numpy-ac5c664,4.288031578063965
numpy__numpy-b862e4f,-0.8883885741233826
numpy__numpy-ba89ef9,4.251564025878906
numpy__numpy-be52f19,-0.8135919570922852
numpy__numpy-cb0d7cd,4.187657833099365
numpy__numpy-cb461ba,0.366001695394516
numpy__numpy-cedba62,-0.916117787361145
numpy__numpy-e801e7a,-0.8470078706741333
numpy__numpy-ec52363,-1.578157663345337
numpy__numpy-ee75c87,0.40351447463035583
pandas-dev__pandas-061c2e9,4.24495267868042
pandas-dev__pandas-191557d,-1.6899807453155518
pandas-dev__pandas-2278923,-2.575833320617676
pandas-dev__pandas-233bd83,4.385410785675049
pandas-dev__pandas-235113e,0.24294239282608032
pandas-dev__pandas-2421931,-2.9638748168945312
pandas-dev__pandas-2cdca01,4.254171848297119
pandas-dev__pandas-2f4c93e,-2.1018755435943604
pandas-dev__pandas-37e9e06,-4.4538493156433105
pandas-dev__pandas-609c3b7,-1.5833112001419067
pandas-dev__pandas-65bca65,-1.4990259408950806
pandas-dev__pandas-71c94af,0.3707242012023926
pandas-dev__pandas-81b5f1d,4.130401134490967
pandas-dev__pandas-84aca21,4.310184955596924
pandas-dev__pandas-9097263,-0.8048127889633179
pandas-dev__pandas-9a6c8f0,-1.6100825071334839
pandas-dev__pandas-9d6d587,-2.1436891555786133
pandas-dev__pandas-ad3f3f7,0.43838635087013245
pandas-dev__pandas-bfaf917,4.255271911621094
pandas-dev__pandas-c34da50,-2.5912561416625977
pandas-dev__pandas-d377cc9,-0.8289844989776611
pandas-dev__pandas-e7e3676,0.3834686875343323
pandas-dev__pandas-f298507,0.34046846628189087
pydantic__pydantic-4a09447,-3.3715548515319824
pydantic__pydantic-ac9e6ee,4.389853477478027
pydantic__pydantic-addf1f9,4.085319995880127
pydantic__pydantic-c2647ab,0.3169276714324951
python-pillow__Pillow-63f398b,0.2953234016895294
python-pillow__Pillow-d8af3fc,0.319948673248291
python-pillow__Pillow-fd8ee84,-3.7267675399780273
tornadoweb__tornado-1b464c4,-3.684784173965454
tornadoweb__tornado-4d4c1e0,4.356809139251709
tornadoweb__tornado-9a18f6c,-4.511876106262207
tornadoweb__tornado-ac13ee5,4.269801139831543
uploadcare__pillow-simd-2818b90,0.41531985998153687
uploadcare__pillow-simd-6eacce9,4.293784141540527
uploadcare__pillow-simd-7511039,0.3550299406051636
uploadcare__pillow-simd-9e60023,4.183508396148682
uploadcare__pillow-simd-b4045cf,0.4323365092277527
