item_id,b
abetlen__llama-cpp-python-218d361,2.977254629135132
abetlen__llama-cpp-python-2bc1d97,2.950871467590332
huggingface__datasets-5994036,2.894685745239258
huggingface__datasets-c5464b3,-0.044979870319366455
huggingface__datasets-ef3b5dd,-2.5697450637817383
huggingface__tokenizers-076319d,-2.0014355182647705
huggingface__tokenizers-bfd9cde,3.031810760498047
huggingface__tokenizers-c893204,-3.48309063911438
huggingface__tokenizers-fc76ad4,2.863676071166992
huggingface__transformers-211f93a,2.8805124759674072
huggingface__transformers-253f9a3,2.7131152153015137
huggingface__transformers-63b90a5,-2.548405647277832
huggingface__transformers-d51b589,2.8351969718933105
numpy__numpy-09db9c7,-0.05164255201816559
numpy__numpy-19bfa3f,3.0256717205047607
numpy__numpy-1b861a2,-1.278808355331421
numpy__numpy-1fcda82,3.0218193531036377
numpy__numpy-22ab9aa,3.0355610847473145
numpy__numpy-28706af,-1.2420011758804321
numpy__numpy-2dfd21e,3.001720428466797
numpy__numpy-330057f,-0.07253523170948029
numpy__numpy-382b3ff,2.797071933746338
numpy__numpy-5f94eb8,2.8458354473114014
numpy__numpy-68eead8,-3.451826572418213
numpy__numpy-728fedc,2.8937606811523438
numpy__numpy-7853cbc,-3.552783966064453
numpy__numpy-794f474,3.008647918701172
numpy__numpy-83c780d,3.054661273956299
numpy__numpy-893db31,2.9498424530029297
numpy__numpy-8dd6761,3.082484483718872
numpy__numpy-905d37e,-0.01975950226187706
numpy__numpy-ac5c664,2.761301040649414
numpy__numpy-b862e4f,-1.3095649480819702
numpy__numpy-ba89ef9,2.9726316928863525
numpy__numpy-be52f19,-1.2834030389785767
numpy__numpy-cb0d7cd,2.785470962524414
numpy__numpy-cb461ba,-0.0024648632388561964
numpy__numpy-cedba62,-1.3153311014175415
numpy__numpy-e801e7a,-1.2362475395202637
numpy__numpy-eb21b25,-0.045388657599687576
numpy__numpy-ec52363,-1.9953546524047852
numpy__numpy-ee75c87,-0.10663901269435883
numpy__numpy-ef5e545,-0.044092290103435516
pandas-dev__pandas-191557d,-1.953182339668274
pandas-dev__pandas-1c2ad16,-0.028193242847919464
pandas-dev__pandas-2278923,-3.0926146507263184
pandas-dev__pandas-233bd83,2.9360289573669434
pandas-dev__pandas-235113e,-0.04219575226306915
pandas-dev__pandas-2421931,-3.409837007522583
pandas-dev__pandas-2a08b05,-0.06159092113375664
pandas-dev__pandas-2f4c93e,-2.6405465602874756
pandas-dev__pandas-37e9e06,-5.135635852813721
pandas-dev__pandas-438b957,-1.289290428161621
pandas-dev__pandas-45f0705,-1.213801383972168
pandas-dev__pandas-5d82d8b,-2.5525734424591064
pandas-dev__pandas-65bca65,-2.0072619915008545
pandas-dev__pandas-71c94af,-0.0585581436753273
pandas-dev__pandas-81b5f1d,2.9669201374053955
pandas-dev__pandas-84aca21,3.011425495147705
pandas-dev__pandas-9097263,-1.2521177530288696
pandas-dev__pandas-9d6d587,-2.6076278686523438
pandas-dev__pandas-c34da50,-2.9949543476104736
pandas-dev__pandas-c51c2a7,-1.9674087762832642
pandas-dev__pandas-c6cf37a,-1.3319950103759766
pandas-dev__pandas-ccca5df,-1.1965274810791016
pandas-dev__pandas-e8961f1,-0.0441211499273777
pandas-dev__pandas-f1211e7,-1.3213279247283936
pandas-dev__pandas-f298507,-0.15606042742729187
pandas-dev__pandas-fd43d4b,2.9421639442443848
pydantic__pydantic-4a09447,-3.7752878665924072
pydantic__pydantic-ac9e6ee,2.8224637508392334
python-pillow__Pillow-63f398b,-0.022045034915208817
python-pillow__Pillow-d8af3fc,-0.040451787412166595
python-pillow__Pillow-f854676,-4.272058963775635
python-pillow__Pillow-fd8ee84,-4.398427963256836
tornadoweb__tornado-1b464c4,-4.286320209503174
tornadoweb__tornado-4d4c1e0,2.9520275592803955
tornadoweb__tornado-9a18f6c,-5.057636260986328
tornadoweb__tornado-ac13ee5,2.9671967029571533
uploadcare__pillow-simd-0514e20,-0.1691921502351761
uploadcare__pillow-simd-7511039,-0.0454077273607254
uploadcare__pillow-simd-d970a39,-1.251418948173523
